,UB,LB,Epsilon,MasterTime,LLTime
0,inf,-0.49056969442355325,-0.49883103693692366,0.012570858001708984,0.014121294021606445
1,inf,-0.45425238089187564,-0.470159656495131,0.01585221290588379,0.014861106872558594
2,inf,-0.4310416122763101,-0.44124714263663484,0.01826310157775879,0.013782024383544922
3,inf,-0.3641907923733072,-0.36889247255769775,0.020701885223388672,0.014287710189819336
4,inf,-0.3153332577701029,-0.31916375278965725,0.023340940475463867,0.015333890914916992
5,inf,-0.3002102119970793,-0.3007861728540573,0.027915239334106445,0.01401519775390625
6,inf,-0.28385051201717104,-0.27633794092405456,0.02965688705444336,0.013389110565185547
7,inf,-0.28062169713814455,-0.2726299797751573,0.032350778579711914,0.012954235076904297
8,inf,-0.27768532750477704,-0.20641372379032813,0.03450965881347656,0.012964010238647461
9,inf,-0.2765538178754561,-0.23990034290251053,0.03860282897949219,0.013270854949951172
10,inf,-0.2749661279270512,-0.22767027429644582,0.04051327705383301,0.012763738632202148
11,inf,-0.27417679143158225,-0.18526903997394648,0.04396319389343262,0.013288736343383789
12,inf,-0.2727545400533735,-0.20430551900447716,0.04739809036254883,0.013428211212158203
13,inf,-0.2721669064239052,-0.1570446950127853,0.05035710334777832,0.013641834259033203
14,inf,-0.27088941521682486,-0.13269196672796513,0.05388283729553223,0.013386964797973633
15,inf,-0.27062551662184475,-0.11320508945711999,0.05325579643249512,0.01273798942565918
16,inf,-0.27037365311985795,-0.11379015630665323,0.0570530891418457,0.012661933898925781
17,inf,-0.26997915568009745,-0.1272391402582484,0.06026744842529297,0.012689828872680664
18,inf,-0.2689973443402458,-0.13695692737843432,0.06319308280944824,0.012839794158935547
19,inf,-0.26835880813984403,-0.10183443502830458,0.06523466110229492,0.012757062911987305
20,inf,-0.26774460559530766,-0.111240522258086,0.06831121444702148,0.013390779495239258
21,inf,-0.2671585639991463,-0.1400146651192343,0.07266497611999512,0.013099908828735352
22,[-0.16688655],-0.2668865522854915,-0.08288266416975176,0.07799911499023438,0.013625860214233398
23,[-0.16688655],-0.26666360054915117,-0.09000196788746279,0.08172202110290527,0.013015985488891602
24,[-0.16688655],-0.2661750672772669,-0.07548491686013226,0.07977080345153809,0.013305902481079102
25,[-0.16688655],-0.265742291827781,-0.0796508099385349,0.08345913887023926,0.01298975944519043
26,[-0.16688655],-0.26539469938490257,-0.062045978449290995,0.08493590354919434,0.013409137725830078
27,[-0.16688655],-0.2652108876507917,-0.06106145047212225,0.0848541259765625,0.013046741485595703
28,[-0.16688655],-0.265090941137089,-0.0577965455247621,0.08910202980041504,0.01376485824584961
29,[-0.16688655],-0.26501120186893345,-0.05003535636345574,0.09008598327636719,0.013024330139160156
30,[-0.16688655],-0.2648973586800558,-0.09017456928390127,0.09224367141723633,0.012930870056152344
31,[-0.16688655],-0.2646992585768153,-0.0724499492768309,0.09640812873840332,0.014009952545166016
32,[-0.16688655],-0.26455457896156886,-0.04725791527799439,0.09801769256591797,0.013992071151733398
33,[-0.16688655],-0.2644167049379966,-0.043848985575775545,0.10295796394348145,0.014136314392089844
34,[-0.16688655],-0.26433762743695155,-0.03347031588201427,0.1054987907409668,0.014479875564575195
35,[-0.16688655],-0.26428669761798673,-0.04063738116228516,0.10642790794372559,0.014039993286132812
36,[-0.16688655],-0.2642397331001902,-0.030892050241786817,0.10795831680297852,0.012513875961303711
37,[-0.16688655],-0.26417536962078714,-0.03631607938498482,0.1122589111328125,0.012776851654052734
38,[-0.16688655],-0.2640656580205665,-0.04053373975434088,0.11674261093139648,0.014049291610717773
39,[-0.16688655],-0.2640213565107814,-0.033824814856661944,0.11695599555969238,0.012953042984008789
40,[-0.16688655],-0.2639400003611492,-0.03672671242700065,0.11999702453613281,0.013122081756591797
41,[-0.16688655],-0.2638828096745023,-0.02285681298071962,0.12215614318847656,0.015668869018554688
42,[-0.16688655],-0.2638533448457103,-0.022291315310605797,0.12598800659179688,0.013727903366088867
43,[-0.16688655],-0.26379400613532056,-0.029312110612629172,0.12757396697998047,0.013345956802368164
44,[-0.16688655],-0.26372846081283186,-0.025397565308917958,0.13224077224731445,0.01453089714050293
45,[-0.16688655],-0.2636869887895159,-0.027281234461922876,0.1364901065826416,0.013319969177246094
46,[-0.16688655],-0.2636457562755403,-0.02675293588168154,0.13822317123413086,0.013293743133544922
47,[-0.16688655],-0.2636144631362747,-0.024066174994962553,0.13945794105529785,0.013563871383666992
48,[-0.16688655],-0.26358701084545544,-0.02091886311179625,0.14343500137329102,0.013123273849487305
49,[-0.16688655],-0.26354656804236143,-0.01742872962907932,0.14813494682312012,0.013329029083251953
50,[-0.16688655],-0.26352460897118846,-0.014888700779583153,0.1470489501953125,0.013765096664428711
51,[-0.16688655],-0.26351258443085257,-0.013374324526362336,0.14920496940612793,0.014075279235839844
